name,country,city,address,latitude,longitude,info,free_quote_link
The Mon-Arc of Monroe,USA,Michigan," ,S Monroe St Ste B,752,Monroe,48161-1430,Monroe",44.314844,-85.602364,"arcmonroe@sbcglobal.net, (734) 241-5881",
Van Buren Arc,USA,Michigan," ,White Oak Dr,30755,Bangor,49013-9521,Van Buren",44.314844,-85.602364,(616) 427-5056,
Arc Freeborn County,USA,Minnesota," ,E William St,407,Albert Lea,56007-2964,Freeborn",46.729553,-94.6859,"jlowe@deskmedia.com, (507) 377-3469",
Arc Greater Twin Cities,USA,Minnesota," ,University Ave W Ste 110,2446,St. Paul,55114-1740,Ramsey",46.729553,-94.6859,"denafelper@arcgreatertwincities.org, (952) 915-3634",
Arc Kandiyohi County,USA,Minnesota," ,4th St SW Ste 25,200,Willmar,56201-3368,Kandiyohi",46.729553,-94.6859,"arckandi@clearwire.net, (320) 231-1777",
Arc Midstate,USA,Minnesota,"251, , ,St. Cloud,56302-0251,Stearns",46.729553,-94.6859,"outreach@ArcMidstate.org, (877) 251-7272",
Arc Mower County,USA,Minnesota," ,2nd Ave NE,401,Austin,55912-3418,Mower",46.729553,-94.6859,"office@arcmowercounty.org, (507) 433-8994",
Arc Northland,USA,Minnesota," ,W Superior St Ste 201,424,Duluth,55802-1542,Saint Louis",46.729553,-94.6859,"lkuehnow@arcnorthland.org, (218) 726-4725",
Arc of Southwest Minnesota,USA,Minnesota," ,S Front St Ste 3,709,Mankato,56001-3887,Blue Earth",46.729553,-94.6859,(507) 345-4223,
Arc of West Central Minnesota,USA,Minnesota," ,4th Ave S Ste 134,810,Moorhead,56560-2800,Clay",46.729553,-94.6859,"arcwcm@702com.net, (218) 233-5949",
Arc Range,USA,Minnesota,"433, , ,Eveleth,55734-0433,Saint Louis",46.729553,-94.6859,miko@2z.net,
Arc Southeastern Minnesota,USA,Minnesota," ,Bandel Rd NW Ste 605,6301,Rochester,55901-8660,Olmsted",46.729553,-94.6859,"mail@arcse-mn.org, (507) 287-2032",
Arc Stevens County,USA,Minnesota," ,480th Ave,19032,Morris,56267-4401,Stevens",46.729553,-94.6859,"harri0088@tc.umn.edu, (320) 589-3096",
The Arc United,USA,Minnesota," ,- 322nd St.,6112,St. Cloud,56303,Stearns",46.729553,-94.6859,"ArcCentral5@aol.com, (320) 240-9550",
Adams County Arc,USA,Mississippi,"1362, , ,Natchez,39121-1362,Adams",32.354668,-89.398528,(601) 442-2264,
Arc of Southwest Mississippi,USA,Mississippi,"590, , ,McComb,39649-0590,Pike",32.354668,-89.398528,(601) 684-7825,
Clay County Arc,USA,Mississippi,"613, , ,West Point,39773-0613,Clay",32.354668,-89.398528,(662) 494-6051,
Pearl River Arc,USA,Mississippi,"1816, , ,Picayune,39466-1816,Pearl River",32.354668,-89.398528,carlieo@bellsouth.net,
The Arc Jones County,USA,Mississippi,"1233, , ,Laurel,39441-1233,Jones",32.354668,-89.398528,(601) 426-2944,
The Arc of Lowndes County,USA,Mississippi,"5387, , ,Columbus,39704-5387,Lowndes",32.354668,-89.398528,"arclowndescounty@hotmail.com, (662) 245-1323",
The Arc of Northeast Mississippi,USA,Mississippi," ,County Road 601,4411,Booneville,38829-9279,Prentiss",32.354668,-89.398528,"arc@dixie-net.com, (662) 993-9486",
The Arc of Southeast Mississippi,USA,Mississippi,"18800, , ,Hattiesburg,39404-8800,Forrest",32.354668,-89.398528,"Info@HattiesburgARC.com, (601) 583-4251",
The Arc of the Gulf Coast,USA,Mississippi,"6651, , ,Gulfport,39506-6651,Harrison",32.354668,-89.398528,"gcsrc@email.com, (228) 868-9755",
Washington County Arc,USA,Mississippi,"1733, , ,Greenville,38702-1733,Washington",32.354668,-89.398528,"johnsonwork@suddenlink.net, (662) 332-3271",
Easter Seals Midwest,USA,Missouri," ,Corporate Square Drive,10176,St. Louis,63132,St. Louis",37.964253,-91.831833,314-432-6200,
St. Louis Arc,USA,Missouri," ,N. Warson Rd.,1177,St. Louis,63132,St. Louis",37.964253,-91.831833,314-569-2211,
St. Louis Arc,USA,Missouri," ,N Warson Rd,1177,St. Louis,63132-1810,St. Louis",37.964253,-91.831833,"lcarson@slarc.org, (314) 569-2211",
The Arc of Clay and Platte Counties,USA,Missouri," , , ,Gladstone,64118-1747,Clay",37.964253,-91.831833,"arcofclayplatte@yahoo.com, (816) 436-3009",
The Arc of the Lake,USA,Missouri," ,Highway 42,425,Kaiser,65047-2001,Miller",37.964253,-91.831833,"skulavic@arcofthelake.org, (573) 302-1700",
The Arc of the Ozarks,USA,Missouri," ,E Pythian St,1501,Springfield,65802-2139,Greene",37.964253,-91.831833,"jfoley@thearcoftheozarks.org, (417) 864-7887",
"AWARE, Inc.",USA,Montana," ,E. Park Ave.,205,Anaconda,59711,Deer Lodge",46.879682,-110.362566,"info@aware-inc.org, (406) 563-8117",
The Arc Hamilton-Merrick Counties,USA,Nebraska," ,P St,915,Aurora,68818-1246,Hamilton",41.492537,-99.901813,(402) 694-3519,
The Arc of Adams-Clay,USA,Nebraska,"86, , ,Hastings,68902-0086,Adams",41.492537,-99.901813,jayemaye@hotmail.com,
The Arc of Buffalo County,USA,Nebraska," ,6th Ave Ste 204,4511,Kearney,68845-3489,Buffalo",41.492537,-99.901813,"arcofbuffalocounty@frontiernet.net, (308) 237-4343",
The Arc of Central Nebraska,USA,Nebraska," ,Gateway Ave,2210,Grand Island,68803-2243,Hall",41.492537,-99.901813,(308) 384-6876,
The Arc of Colfax County,USA,Nebraska,"99, , ,Howells,68641-0099,Colfax",41.492537,-99.901813,"butchdot1172@dtnspeed.net, (402) 352-2879",
The Arc of Lincoln,USA,Nebraska," ,S 49th St Ste 5,5609,Lincoln,68516-2513,Lancaster",41.492537,-99.901813,"info@arclincoln.org, (402) 421-8866",
The Arc of Norfolk,USA,Nebraska,"32, , ,Norfolk,68702-0032,Madison",41.492537,-99.901813,"arcnorfolk@conpoint.com, (402) 379-1160",
The Arc of Omaha at the Ollie Webb Center,USA,Nebraska," ,South 42nd Street,1941,Omaha,68105-2942,Douglas",41.492537,-99.901813,"info@olliewebbinc.org, (402) 346-5220",
The Arc of Platte County,USA,Nebraska," ,18th St Ste 9,3020,Columbus,68601-4254,Platte",41.492537,-99.901813,"arcpc@megavision.com, (402) 563-1699",
The Arc of Seward,USA,Nebraska,"24, , ,Seward,68434-0024,Seward",41.492537,-99.901813,(402) 761-3462,
The Arc in Nevada,USA,Nevada," ,S. McCarran Blvd.,3983,Reno,89502,Washoe",38.80261,-116.419389,"schomberg@thearc.org, (800) 433-5255",
Concord Regional Arc,USA,New Hampshire,"1173, , ,Concord,03302-1173,Merrimack",43.193852,-71.572395,(603) 228-8279,
The Arc of Greater Manchester,USA,New Hampshire,"3363, , ,Manchester,03105-3363,Hillsborough",43.193852,-71.572395,"president@arcmanchester.org, (603) 434-2738",
SCARC,USA,New Jersey," ,US Route 206,11,Augusta,07822,Sussex",40.058324,-74.405661,"joeweh@ptd.net, (973) 383-7442",
The Arc Gloucester,USA,New Jersey," ,Gateway Blvd,1555,West Deptford,08096-1018,Gloucester",40.058324,-74.405661,"arivera@thearcgloucester.org, (856) 848-8648",
The Arc Mercer,USA,New Jersey," ,Ewingville Rd,180,Ewing,08638-2425,Mercer",40.058324,-74.405661,"sbthompson@arcmercer.org, (609) 406-0181",
The Arc Morris,USA,New Jersey,"123, , ,Morris Plains,07950-0123,Morris",40.058324,-74.405661,"info@arcmorris.org, (973) 326-9750",
The Arc of Atlantic County,USA,New Jersey," ,Delilah Rd Ste 101,6550,Egg Harbor Township,08234-5102,Atlantic",40.058324,-74.405661,"info@arcatlantic.org, (609) 485-0800",
The Arc of Bergen and Passaic Counties,USA,New Jersey," ,Moore St,223,Hackensack,07601-7402,Bergen",40.058324,-74.405661,"arc@arcbp.com, (201) 343-0322",
The Arc of Burlington,USA,New Jersey," ,E Broad St,115,Burlington,08016-1515,Burlington",40.058324,-74.405661,"arlenem@arcofburlington.org, (856) 764-9494",
The Arc of Camden,USA,New Jersey," ,W White Horse Pike,215,Berlin,08009-1132,Camden",40.058324,-74.405661,"arcotc@arccamden.org, (856) 767-3650",
The Arc of Cape May County,USA,New Jersey,"255, , ,South Dennis,08245-0255,Cape May",40.058324,-74.405661,"support@arcofcapemay.org, (609) 861-7100",
The Arc of Cumberland County,USA,New Jersey," ,W Sherman Ave,1680,Vineland,08360-6917,Cumberland",40.058324,-74.405661,"justeiner@verizon.net, (856) 691-9138",
The Arc of Essex County,USA,New Jersey," ,Naylon Ave,123,Livingston,07039-1005,Essex",40.058324,-74.405661,"info@Arcessex.org, (973) 535-1181",
The Arc of Hudson County,USA,New Jersey," , , ,Union City,07087,Hudson",40.058324,-74.405661,"ncabana.arc@verizon.net, (201) 319-9229",
The Arc of Hunterdon County,USA,New Jersey," ,State Highway 31 S,1465,Annandale,08801,Hunterdon",40.058324,-74.405661,"jeff@archunterdon.org, (908) 730-7827",
The Arc of Middlesex County,USA,New Jersey," ,Black Horse Ln Ste 1,219,North Brunswick,08902-4301,Middlesex",40.058324,-74.405661,"info@arc-middlesex.org, (732) 821-1199",
The Arc of Monmouth,USA,New Jersey," ,Wayside Rd,1158,Tinton Falls,07712-3148,Monmouth",40.058324,-74.405661,"info@arcofmonmouth.org, (732) 493-1919",
The Arc of Salem County,USA,New Jersey,"5, , ,Salem,08079-0005,Salem",40.058324,-74.405661,"tackonehen@msn.com, (856) 935-3600",
The Arc of Somerset County,USA,New Jersey," ,S Main St,141,Manville,08835-1803,Somerset",40.058324,-74.405661,"christopherc@thearcofsomerset.org, (908) 725-8544",
The Arc of Union County,USA,New Jersey," ,Fadem Rd,52,Springfield,07081-3116,Union",40.058324,-74.405661,"info@arcunion.org, (973) 315-0050",
The Arc Warren County Chapter,USA,New Jersey," ,Millbrook Rd,42,Washington,07882-3548,Warren",40.058324,-74.405661,"Info@arcwarren.org, (908) 689-7525",
"The Arc, Ocean County Chapter",USA,New Jersey," ,Cedar Bridge Ave,815,Lakewood,08701-4932,Ocean",40.058324,-74.405661,"info@arcocean.org, (732) 363-3335",
ARCA,USA,New Mexico," ,Lomas Blvd NE,11300,Albuquerque,87112-5512,Bernalillo",34.97273,-105.032363,(505) 332-6700,
The Arc of San Juan County,USA,New Mexico," ,West Broadway,200,Farmington,87401,San Juan",34.97273,-105.032363,"thearc@arcsanjuancounty.org, (505) 325-8998",
Adirondack ARC,USA,New York," ,Mohawk St,12,Tupper Lake,12986-1028,Franklin",43.299428,-74.217933,"info@adirondackarc.org, (518) 359-3351",
AHRC New York City,USA,New York," ,Maiden Ln,83,New York,10038-4812,New York",43.299428,-74.217933,"webmaster@ahrcnyc.org, (212) 780-2500",
Allegany Arc,USA,New York," ,Oconnor St,240,Wellsville,14895-1055,Allegany",43.299428,-74.217933,"mike.damiano@alleganyarc.org, (585) 593-5700",
Arc of Oswego County,USA,New York," ,Morrill Pl,7,Fulton,13069-1530,Oswego",43.299428,-74.217933,"lclay@oswegoind.org, (315) 598-3108",
Arc of Yates,USA,New York," ,North Ave,235,Penn Yan,14527-1051,Yates",43.299428,-74.217933,"info@arcofyates.org, (315) 536-7447",
Benevolent Society (Staten Island) Arc,USA,New York," ,Forest Hill Rd Bldg L,1150,Staten Island,10314-6316,New York",43.299428,-74.217933,"J4MSULLY@verizon.net, (609) 448-8306",
Bronx Developmental Center Arc,USA,New York," ,Halsey St,2400,Bronx,10461-3646,New York",43.299428,-74.217933,(718) 430-0700,
Broome Tioga Arc,USA,New York," ,Cutler Pond Rd,125,Binghamton,13905-1564,Broome",43.299428,-74.217933,"achieveny@achieveny.org, (607) 723-8361",
Cattaraugus Arc,USA,New York," ,Buffalo St,1439,Olean,14760-1140,Cattaraugus",43.299428,-74.217933,"trcinfo@rehabcenter.org, (716) 375-4747",
Chemung ARC,USA,New York," ,Sullivan St,711,Elmira,14901-2322,Chemung",43.299428,-74.217933,"mad@chemungarc.org, (607) 734-6151",
Clinton ARC,USA,New York," ,New York Rd,231,Plattsburgh,12903-4425,Clinton",43.299428,-74.217933,"jbailey@cviarc.org, (518) 563-0930",
Columbia ARC,USA,New York,"2, , ,Mellenville,12544-0002,Columbia",43.299428,-74.217933,"info@coarc.org, (518) 672-4451",
Community League Wassaic Arc,USA,New York," ,South St,1,Beacon,12508-2819,Dutchess",43.299428,-74.217933,"rosemary@communityleagueny.org, (845) 838-0515",
Dutchess Arc,USA,New York," ,Route 44,1435,Pleasant Valley,12569-7812,Dutchess",43.299428,-74.217933,"info@dutchess-arc.org, (845) 635-8084",
Erie Arc,USA,New York," ,Oak St,101,Buffalo,14203-2233,Erie",43.299428,-74.217933,"info@heritagecenters.org, (716) 856-4201",
Essex ARC,USA,New York," ,St Patrick Pl,10,Port Henry,12974-1200,Essex",43.299428,-74.217933,"dmccarthy@mountainlakeservices.org, (518) 546-3381",
Fulton ARC,USA,New York," ,E State St,127,Gloversville,12078-1204,Fulton",43.299428,-74.217933,"info@lexcenter.org, (518) 762-0024",
Genesee Arc,USA,New York,"988, , ,Batavia,14021-0988,Genesee",43.299428,-74.217933,"genarc@rochester.rr.com, (585) 343-1123",
Herkimer Arc,USA,New York,"271, , ,Herkimer,13350-0271,Herkimer",43.299428,-74.217933,"info@herkimerarc.org, (315) 866-2920",
Jefferson Rehabilitation Center,USA,New York," , , ,Watertown,13601,Jefferson",43.299428,-74.217933,"JRC@jeffrehabcenter.org, (315) 788-2730",
Madison/Cortland ARC,USA,New York," ,Lenox Ave,701,Oneida,13421-1500,Madison",43.299428,-74.217933,"mcarc@madisoncortlandarc.org, (315) 363-3389",
Montgomery ARC,USA,New York," ,Liberty Dr,43,Amsterdam,12010-5635,Montgomery",43.299428,-74.217933,"info@libertyarc.org, (518) 842-5080",
Nassau AHRC,USA,New York," ,Wheatley Rd,189,Glen Head,11545-2641,Nassau",43.299428,-74.217933,"info@ahrc.org, (516) 626-1000",
Ontario Arc,USA,New York," ,County Complex Dr,3071,Canandaigua,14424-9505,Ontario",43.299428,-74.217933,"jbognanno@frontiernet.net, (585) 394-7500",
Opportunities Unlimited of Niagara,USA,New York,"360, , ,Niagara Falls,14304-0360,Niagara",43.299428,-74.217933,"info@opportunitiesunlimited.org, (716) 297-6400",
Orange County AHRC,USA,New York," ,Broadway,249,Newburgh,12550-5452,Orange",43.299428,-74.217933,"supportservices@orangeahrc.org, (845) 561-0670",
PARC,USA,New York," ,International Blvd,31,Brewster,10509-2343,Putnam",43.299428,-74.217933,"info@putnamarc.org, (845) 278-7272",
Rome Tri-County Arc,USA,New York," , , ,Rome,13440,Oneida",43.299428,-74.217933,(315) 853-5479,
"Saratoga Bridges, NYSARC",USA,New York," ,Saratoga Bridges Blvd,16,Ballston Spa,12020-6236,Saratoga",43.299428,-74.217933,"info@saratogabridges.org, (518) 587-0723",
Schenectady ARC,USA,New York,"2236, , ,Schenectady,12301-2236,Schenectady",43.299428,-74.217933,"info@arcschenectady.org, (518) 372-1160",
Schoharie ARC,USA,New York,"307, , ,Schoharie,12157-0307,Schoharie",43.299428,-74.217933,"info@schohariearc.org, (518) 295-8120",
Seneca Cayuga Arc,USA,New York," ,Waterloo Geneva Rd,1083,Waterloo,13165-1202,Seneca",43.299428,-74.217933,"ksinicrope@sencayarc.org, (315) 539-5067",
St. Lawrence Arc,USA,New York," ,Commerce Ln,6,Canton,13617-3738,St. Lawrence",43.299428,-74.217933,"info@slnysarc.org, (315) 379-9531",
Suffolk AHRC,USA,New York," ,Veterans Memorial Hwy,2900,Bohemia,11716-1022,Suffolk",43.299428,-74.217933,"wjleonardi@suffahrc.org, (631) 585-0100",
Sullivan Arc,USA,New York," ,E Broadway,162,Monticello,12701-8815,Sullivan",43.299428,-74.217933,"aruef@sullivanarc.org, (845) 796-1350",
Summit Eduational Resources,USA,New York," ,Stahl Rd.,150,Getzville,14068,Erie",43.299428,-74.217933,716.629.3499,
The ARC of Chenango,USA,New York," ,Midland Dr,17,Norwich,13815-1914,Chenango",43.299428,-74.217933,(607) 334-5366,
The Arc of Delaware County,USA,New York," ,State Highway 10 Ste 1,34570,Walton,13856-4142,Delaware",43.299428,-74.217933,"delarc@delarc.org, (607) 865-7126",
The ARC of Livingston-Wyoming Counties,USA,New York," ,Main St,18,Mount Morris,14510-1036,Livingston",43.299428,-74.217933,"jthomas@lwarc.org, (585) 658-2828",
The Arc of Monroe County,USA,New York," ,Brighton Henrietta Town Line Rd,2060,Rochester,14623-2792,Monroe",43.299428,-74.217933,"info@arcmonroe.org, (585) 672-2200",
The Arc of Oneida-Lewis,USA,New York," ,Genesee St,245,Utica,13501-3401,Oneida",43.299428,-74.217933,"kkorotzer@thearcolc.org, (315) 735-6477",
The Arc of Onondaga,USA,New York," ,S Wilbur Ave,600,Syracuse,13204-2730,Onondaga",43.299428,-74.217933,"info@arcon.org, (315) 476-7441",
The Arc of Orleans County,USA,New York,"439, , ,Albion,14411-0439,Orleans",43.299428,-74.217933,"kspychalski@arcoforleans.org, (585) 589-5516",
The Arc of Rensselaer County,USA,New York," ,102nd St,79,Troy,12180-1125,Rensselaer",43.299428,-74.217933,"info@renarc.org, (518) 274-3110",
The Arc of Rockland,USA,New York," ,Hemlock Dr,25,Congers,10920-1401,Rockland",43.299428,-74.217933,"agotlieb@arcofrockland.org, (845) 267-2500",
The Arc of Steuben,USA,New York," ,Arc Way,1,Bath,14810-8341,Steuben",43.299428,-74.217933,"arcofsteuben@arcofsteuben.org, (607) 776-4146",
The Arc Otsego,USA,New York,"490, , ,Oneonta,13820-0490,Otsego",43.299428,-74.217933,"info@arcotsego.org, (607) 432-8595",
The Resource Center – Chautauqua,USA,New York," ,Dunham Ave,200,Jamestown,14701-2528,Chautauqua",43.299428,-74.217933,"steve.waterson@resourcecenter.org, (716) 483-2344",
Ulster-Greene Arc,USA,New York," ,Albany Ave,471,Kingston,12401-2138,Ulster",43.299428,-74.217933,"info@ugarc.org, (845) 331-4300",
Warren & Washington ARC,USA,New York," ,Quaker Road,436,Queensbury,12804,Warren",43.299428,-74.217933,"jvonahn@wwarc.org, (518) 793-4204",
Wayne ARC,USA,New York," ,Cuyler St,246,Palmyra,14522-1404,Wayne",43.299428,-74.217933,"valerie.curtis@waynearc.org, (315) 331-7741",
Welfare League (Letchworth Village Developmental Center) Arc,USA,New York,"385, , ,Thiells,10984-0385,Rockland",43.299428,-74.217933,(845) 947-6403,
West Seneca Development Center Arc,USA,New York," ,E and West Rd,1200,West Seneca,14224-3604,Erie",43.299428,-74.217933,(716) 674-6300,
Westchester Arc,USA,New York," ,Saw Mill River Rd,265,Hawthorne,10532-1509,Westchester",43.299428,-74.217933,"info@westchesterarc.org, (914) 949-9300",
Arc Cherokee-Clay,USA,North Carolina,"156, , ,Murphy,28906-0156,Cherokee",35.759573,-79.0193,"arcofcc@gmail.com, (828) 837-7874",
Harnett County Arc,USA,North Carolina," ,White Oak Farms Dr,115,Willow Spring,27592-8533,Harnett",35.759573,-79.0193,"harnettarc@yahoo.com, (910) 893-2578",
Monarch,USA,North Carolina," ,Pee Dee Ave,350,Albemarle,28001-4932,Stanly",35.759573,-79.0193,"info@monarchnc.org, (704) 986-1519",
The Arc Greensboro,USA,North Carolina," ,Revolution Mill Drive,1050,Greensboro,27405-5083,Guilford",35.759573,-79.0193,"info@arcg.org, (336) 373-1076",
The Arc of Alamance County,USA,North Carolina,"1275, , ,Burlington,27216-1275,Alamance",35.759573,-79.0193,"info@thearcal.org, (336) 513-4333",
The Arc of Beaufort County,USA,North Carolina," ,W 5th St,1534,Washington,27889-4108,Beaufort",35.759573,-79.0193,"sandrabuckman@suddenlink.net, (252) 946-0151",
The Arc of Buncombe County,USA,North Carolina," ,S French Broad Ave Ste 257,50,Asheville,28801-3233,Buncombe",35.759573,-79.0193,"moreaboutthearc@arcofbc.org, (828) 253-1255",
The Arc of Chatham County,USA,North Carolina,"623, , ,Pittsboro,27312-0623,Chatham",35.759573,-79.0193,"janet.groce@dhhs.nc.gov, 919 542 2368",
The Arc of Craven County,USA,North Carolina,"12211, , ,New Bern,28561-2211,Craven",35.759573,-79.0193,"jeanniesmith@arccravennc.org, (252) 636-3441",
The Arc of Davidson County,USA,North Carolina," ,Vance Cir,6,Lexington,27292-2336,Davidson",35.759573,-79.0193,"teresamckeon@arcdavidson.org, (336) 248-2842",
The Arc of Gaston County,USA,North Carolina," ,E Franklin Blvd,200,Gastonia,28052-4106,Gaston",35.759573,-79.0193,"director@gastoncountyarc.org, (704) 861-1036",
The Arc of Haywood County,USA,North Carolina," ,Welch St,407,Waynesville,28786-4394,Haywood",35.759573,-79.0193,"info@arcofhaywood.org, (828) 453-1980",
The Arc of High Point,USA,North Carolina," ,E Bellevue Dr,153,High Point,27265-1922,Guilford",35.759573,-79.0193,"tmckeon@arc-of-hp.com, (336) 883-0650",
The Arc of Mecklenburg County,USA,North Carolina," ,Park Rd Ste 200,4108,Charlotte,28209-4207,Mecklenburg",35.759573,-79.0193,"lauren@arcmeck.org, (704) 332-4535",
The Arc of Moore County,USA,North Carolina,"773, , ,Southern Pines,28388-0773,Moore",35.759573,-79.0193,"arcmoorewr@embarqmail.com, (800) 909-9272",
The Arc of Orange County,USA,North Carolina," ,N Columbia St Ste 100,208,Chapel Hill,27514-3504,Orange",35.759573,-79.0193,"info@arcoforange.org, (919) 942-5119",
The Arc of Rockingham County,USA,North Carolina,"5223, , ,Eden,27289-5223,Rockingham",35.759573,-79.0193,"sharonh1@centurylink.net, (336) 627-7565",
The Arc of Surry County,USA,North Carolina,"724, , ,Mount Airy,27030-0724,Surry",35.759573,-79.0193,"galasetti@triad.rr.com, (336) 368-5403",
The Arc of Union County,USA,North Carolina," ,Campus Park Dr Ste C,1653,Monroe,28112-4048,Union",35.759573,-79.0193,"info@thearcofunion.com, (704) 261-1550",
The Arc of Wilson County,USA,North Carolina," ,West Nash Street,509,Wilson,27893,Wilson",35.759573,-79.0193,"mlstanford@arcofwilsonnc.org, (252) 237-8266",
The Arc Person County,USA,North Carolina,"1182, , ,Roxboro,27573-1182,Person",35.759573,-79.0193,"TheArcofPerson@hotmail.com, (336) 599-9658",
The Arc Rowan,USA,North Carolina," ,W Innes St,1918,Salisbury,28144-2474,Rowan",35.759573,-79.0193,"jjackman@thearcofrowan.org, (704) 637-1521",
The Enrichment Center,USA,North Carolina," ,S Marshall St,1006,Winston-Salem,27101-5815,Forsyth",35.759573,-79.0193,"vvizena@enrichmentarc.org, (336) 777-0076",
Little Missouri Arc,USA,North Dakota,"1116, , ,Bowman,58623-1116,Bowman",47.551493,-101.002012,"dovitt@ableinc.com, (701) 523-3330",
The Arc of Barnes County,USA,North Dakota," ,2nd St NE,141,Valley City,58072-3001,Barnes",47.551493,-101.002012,"arcbarnesco@csicable.net, (701) 845-4189",
The Arc of Bismarck,USA,North Dakota,"2081, , ,Bismarck,58502-2081,Burleigh",47.551493,-101.002012,"TheArcBismarck@gmail.com, (701) 222-1854",
The Arc of Cass County,USA,North Dakota," ,University Dr N,215,Fargo,58102-4639,Cass",47.551493,-101.002012,"arcadmin@arccassnd.com, (701) 293-8191",
The Arc of Dickinson,USA,North Dakota,"1421, , ,Dickinson,58602-1421,Stark",47.551493,-101.002012,"arcdickinson@ndsupernet.com, (701) 483-4272",
The Arc of North Dakota,USA,North Dakota," , , ,Grand Forks,58208-2420,Grand Forks",47.551493,-101.002012,"dsheppard@arcuv.com, (701) 772-6191",
"The Arc, Upper Valley",USA,North Dakota," ,Demers Ave,2500,Grand Forks,58201-4178,Grand Forks",47.551493,-101.002012,"thearc@arcuv.com, (701) 772-6191",
Auglaize County Arc,USA,Ohio," , , ,New Bremen,45869,Auglaize",40.417287,-82.907123,"auglaizeindustriesinc@yahoo.com, (419) 629-2419",
Butler County Arc,USA,Ohio," ,N Fair Ave,282,Hamilton,45011-4252,Butler",40.417287,-82.907123,(513) 867-5960,
Shelby County Arc,USA,Ohio," ,Childrens Home Rd,1200,Sidney,45365-7731,Shelby",40.417287,-82.907123,"shelbycountyarc@yahoo.com, (937) 658-6717",
Society For The Handicapped of Medina County,USA,Ohio," ,Paradise Rd,4283,Seville,44273-9353,Medina",40.417287,-82.907123,"shc@shc-medina.org, (330) 722-8105",
The Arc Clark County,USA,Ohio,"3011, , ,Springfield,45501-3011,Clark",40.417287,-82.907123,(937) 323-0930,
The Arc Hamilton County,USA,Ohio," ,Victory Pkwy Ste 420,2368,Cincinnati,45206-2810,Hamilton",40.417287,-82.907123,"thearc@archamilton.org, (701) 772-6191",
The Arc of Allen County,USA,Ohio," ,S Collett St,546,Lima,45805-3210,Allen",40.417287,-82.907123,"arc@wcoil.com, (419) 225-6285",
The Arc of Ashtabula County,USA,Ohio," ,Lee Road Ext,6443,Ashtabula,44004-4813,Ashtabula",40.417287,-82.907123,(440) 997-9210,
The Arc of Erie County,USA,Ohio," ,Galloway Rd # 112,4405,Sandusky,44870-6026,Erie",40.417287,-82.907123,"awilliams@arcoferie.org, (419) 625-9677",
The Arc of Greater Cleveland,USA,Ohio," ,Community College Ave.,2421,Cleveland,44115,Cuyahoga",40.417287,-82.907123,"arcgc@thearcofgreatercleveland.org, (216) 622-0755",
The Arc of Lucas County,USA,Ohio," ,Monroe St,5605,Sylvania,43560-2702,Lucas",40.417287,-82.907123,"thearc@arclucas.org, (419) 843-1344",
The Arc of Ottawa County,USA,Ohio,"795, , ,Port Clinton,43452,Ottawa",40.417287,-82.907123,"BBeck@ocbdd.org, (419) 882-0941",
The Arc of Summit and Portage Counties,USA,Ohio," ,Darrow Rd Ste 109,3869,Stow,44224-2676,Summit",40.417287,-82.907123,"Leeanne.Saro@thearcneo.org, (330) 836-5863",
Washington County Arc,USA,Ohio,"1003, , ,Marietta,45750-6003,Washington",40.417287,-82.907123,"snfcoffman3@yahoo.com, (701) 772-6191",
TARC,USA,Oklahoma," ,E 71st St Ste A,2516,Tulsa,74136-5531,Tulsa",35.007752,-97.092877,"mkeaney@ddadvocacy.net, (918) 582-8272",
The Arc Jackson County,USA,Oregon," ,N Central Ave,121,Medford,97501-5925,Jackson",43.804133,-120.554201,"info@thearcjackson.org, (541) 779-4520",
The Arc of Benton County,USA,Oregon," ,NW 4th St,414,Corvallis,97330-6409,Benton",43.804133,-120.554201,"jlmorris.us@gmail.com, (541) 753-1711",
The Arc of Central Oregon,USA,Oregon," , , ,Bend,97708-9034,Deschutes",43.804133,-120.554201,(541) 390-4436,
The Arc of Lane County,USA,Oregon," ,E St,4181,Springfield,97478-5772,Lane",43.804133,-120.554201,"pam.ring@arclane.org, (541) 736-7919",
The Arc of Linn County,USA,Oregon," , , ,Albany,97321,Linn",43.804133,-120.554201,"carclew@comcast.net, (541) 258-2412",
The Arc of Marion County,USA,Oregon,"12474, , ,Salem,97309-0474,Marion",43.804133,-120.554201,"arcofmarioncounty@yahoo.com, (503) 581-3451",
The Arc of Mid-Columbia,USA,Oregon,"521, , ,The Dalles,97058-0521,Wasco",43.804133,-120.554201,"info@arcmidcolumbia.org, (541) 478-2133",
The Arc of Multnomah Clackamas,USA,Oregon," ,SW 11th Ave Ste 106,619,Portland,97205-2646,Multnomah",43.804133,-120.554201,"info@thearcmult.org, (503) 223-7279",
The Arc of Polk County,USA,Oregon,"584, , ,Dallas,97338,Polk",43.804133,-120.554201,"wallace.kim@arcofpolkcounty.org, (503) 949-5552",
The Arc of Umatilla County,USA,Oregon," ,W Orchard Ave,215,Hermiston,97838-1738,Umatilla",43.804133,-120.554201,"arc@eotnet.net, (541) 567-7615",
The Arc of Washington County,USA,Oregon,"5778, , ,Aloha,97006-0778,Washington",43.804133,-120.554201,"thearc@arcwash.org, (503) 649-6110",
Tillamook County Arc,USA,Oregon,"232, , ,Tillamook,97141-0232,Tillamook",43.804133,-120.554201,(503) 842-2398,
